pp,ap,mp,kp
A,new,N_A^', 
A,encrypt,ID_A,Pub_B
A,encrypt,ID_B,Pub_B
A,new,N_A, 
A,encrypt,N_A,Pub_B
A,send,N_A^', 
A,send,a^x, 
A,send,K_(Pub_B ), 
A,send,ID_A,Pub_B
A,send,ID_B,Pub_B
A,send,N_A,Pub_B
B,receive,N_A^', 
B,receive,a^x, 
B,receive,K_(Pub_B ), 
B,receive,ID_A,Pub_B
B,receive,ID_B,Pub_B
B,receive,N_A,Pub_B
B,decrypt,ID_A,Pri_B
B,decrypt,ID_B,Pri_B
B,decrypt,N_A,Pri_B
B,new,N_B^', 
B,encrypt,ID_B,Pub_A
B,encrypt,ID_A,Pub_A
B,new,N_B, 
B,encrypt,N_B,Pub_A
B,hash,ID_B,hK_AB
B,hash,ID_A,hK_AB
B,hash,a^y,hK_AB
B,hash,a^x,hK_AB
B,send,N_B^', 
B,send,N_A^', 
B,send,a^y, 
B,send,ID_B,Pub_A
B,send,ID_A,Pub_A
B,send,N_B,Pub_A
B,send,ID_B,hK_AB
B,send,ID_A,hK_AB
B,send,a^y,hK_AB
B,send,a^x,hK_AB
A,receive,N_B^', 
A,receive,N_A^', 
A,receive,a^y, 
A,receive,ID_B,Pub_A
A,receive,ID_A,Pub_A
A,receive,N_B,Pub_A
A,receive,ID_B,hK_AB
A,receive,ID_A,hK_AB
A,receive,a^y,hK_AB
A,receive,a^x,hK_AB
A,decrypt,ID_B,Pri_A
A,decrypt,ID_A,Pri_A
A,decrypt,N_B,Pri_A
A,decrypt,ID_B,hK_AB
A,decrypt,ID_A,hK_AB
A,decrypt,a^y,hK_AB
A,decrypt,a^x,hK_AB
A,hash,ID_A,hK_AB
A,hash,ID_B,hK_AB
A,hash,a^x,hK_AB
A,hash,a^y,hK_AB
A,send,N_A^', 
A,send,N_B^', 
A,send,ID_A,hK_AB
A,send,ID_B,hK_AB
A,send,a^x,hK_AB
A,send,a^y,hK_AB
B,receive,N_A^', 
B,receive,N_B^', 
B,receive,ID_A,hK_AB
B,receive,ID_B,hK_AB
B,receive,a^x,hK_AB
B,receive,a^y,hK_AB
B,decrypt,ID_A,hK_AB
B,decrypt,ID_B,hK_AB
B,decrypt,a^x,hK_AB
B,decrypt,a^y,hK_AB
