pp,ap,mp,kp
A,new,N_A, 
A,encrypt,Cert_A,K_AB
A,send,N_A, 
A,send,Cert_A,K_AB
B,receive,N_A, 
B,receive,Cert_A,K_AB
B,decrypt,Cert_A,K_AB
B,encrypt,ID_B,Pub_A
B,encrypt,ID_A,Pub_A
B,encrypt,K_AB^',Pub_A
B,new,N_B, 
B,encrypt,N_B,Pub_A
B,encrypt,N_A,K_AB
B,encrypt,N_A,Pub_A
B,send,ID_B,Pub_A
B,send,ID_A,Pub_A
B,send,K_AB^',Pub_A
B,send,N_B,Pub_A
B,send,N_A,K_AB Pub_A
A,receive,ID_B,Pub_A
A,receive,ID_A,Pub_A
A,receive,K_AB^',Pub_A
A,receive,N_B,Pub_A
A,receive,N_A,K_AB Pub_A
A,decrypt,ID_B,Pri_A
A,decrypt,ID_A,Pri_A
A,decrypt,K_AB^',Pri_A
A,decrypt,N_B,Pri_A
A,decrypt,N_A,K_AB
A,decrypt,N_A,Pri_A
A,encrypt,N_B,K_AB^'
A,send,N_B,K_AB^'
B,receive,N_B,K_AB^'
B,decrypt,N_B,K_AB^'
