pp,ap,mp,kp
A,send,ID_A, 
A,send,a^x, 
B,receive,ID_A, 
B,receive,a^x, 
B,sign,ID_B,Pri_B
B,sign,ID_A,Pri_B
B,sign,a^y,Pri_B
B,hash,b^y, 
B,sign,b^y,Pri_B
B,hash,a^y, 
B,sign,a^y,Pri_B
B,hash,a^x, 
B,sign,a^x,Pri_B
B,send,ID_B,Pri_B
B,send,ID_A,Pri_B
B,send,a^y,Pri_B
B,send,b^y,Pri_B
B,send,a^y,Pri_B
B,send,a^x,Pri_B
A,receive,ID_B,Pri_B
A,receive,ID_A,Pri_B
A,receive,a^y,Pri_B
A,receive,b^y,Pri_B
A,receive,a^y,Pri_B
A,receive,a^x,Pri_B
A,verify,ID_B,Pub_B
A,verify,ID_A,Pub_B
A,verify,a^y,Pub_B
A,verify,b^y,Pub_B
A,verify,a^y,Pub_B
A,verify,a^x,Pub_B
A,hash,b^x, 
A,hash,a^x, 
A,hash,a^y, 
A,send,b^x, 
A,send,a^x, 
A,send,a^y, 
B,receive,b^x, 
B,receive,a^x, 
B,receive,a^y, 
