,pp,ap,mp,kp
0,A,new,N_A,
1,A,new,N_A^',
2,A,send,N_A,
3,A,send,ID_A,
4,A,send,N_A^',
5,B,receive,N_A,
6,B,receive,ID_A,
7,B,receive,N_A^',
8,B,new,N_B,
9,B,send,N_A,
10,B,send,ID_A,
11,B,send,N_B,
12,B,send,ID_B,
13,S,receive,N_A,
14,S,receive,ID_A,
15,S,receive,N_B,
16,S,receive,ID_B,
17,S,encrypt,ID_S,K_BS
18,S,encrypt,ID_B,K_BS
19,S,encrypt,ID_A,K_BS
20,S,encrypt,K_AB,K_BS
21,S,encrypt,ID_B,K_BS
22,S,encrypt,N_B,K_BS
23,S,encrypt,ID_S,K_AS
24,S,encrypt,ID_A,K_AS
25,S,encrypt,ID_A,K_AS
26,S,encrypt,K_AB,K_AS
27,S,encrypt,ID_B,K_AS
28,S,encrypt,N_A,K_AS
29,S,send,ID_S,K_BS
30,S,send,ID_B,K_BS
31,S,send,ID_A,K_BS
32,S,send,K_AB,K_BS
33,S,send,ID_B,K_BS
34,S,send,N_B,K_BS
35,S,send,ID_S,K_AS
36,S,send,ID_A,K_AS
37,S,send,ID_A,K_AS
38,S,send,K_AB,K_AS
39,S,send,ID_B,K_AS
40,S,send,N_A,K_AS
41,B,receive,ID_S,K_BS
42,B,receive,ID_B,K_BS
43,B,receive,ID_A,K_BS
44,B,receive,K_AB,K_BS
45,B,receive,ID_B,K_BS
46,B,receive,N_B,K_BS
47,B,receive,ID_S,K_AS
48,B,receive,ID_A,K_AS
49,B,receive,ID_A,K_AS
50,B,receive,K_AB,K_AS
51,B,receive,ID_B,K_AS
52,B,receive,N_A,K_AS
53,B,decrypt,ID_S,K_BS
54,B,decrypt,ID_B,K_BS
55,B,decrypt,ID_A,K_BS
56,B,decrypt,K_AB,K_BS
57,B,decrypt,ID_B,K_BS
58,B,decrypt,N_B,K_BS
59,B,encrypt,ID_S,K_AS
60,B,encrypt,ID_A,K_AS
61,B,encrypt,ID_A,K_AS
62,B,encrypt,K_AB,K_AS
63,B,encrypt,ID_B,K_AS
64,B,encrypt,N_A,K_AS
65,B,encrypt,N_A,K_AB
66,B,new,N_B^',
67,B,encrypt,N_B^',K_AB
68,B,send,ID_S,K_AS
69,B,send,ID_A,K_AS
70,B,send,ID_A,K_AS
71,B,send,K_AB,K_AS
72,B,send,ID_B,K_AS
73,B,send,N_A,K_AS
74,B,send,N_A,K_AB
75,B,send,N_B^',K_AB
76,A,receive,ID_S,K_AS
77,A,receive,ID_A,K_AS
78,A,receive,ID_A,K_AS
79,A,receive,K_AB,K_AS
80,A,receive,ID_B,K_AS
81,A,receive,N_A,K_AS
82,A,receive,N_A,K_AB
83,A,receive,N_B^',K_AB
84,A,decrypt,ID_S,K_AS
85,A,decrypt,ID_A,K_AS
86,A,decrypt,ID_A,K_AS
87,A,decrypt,K_AB,K_AS
88,A,decrypt,ID_B,K_AS
89,A,decrypt,N_A,K_AS
90,A,decrypt,N_A,K_AB
91,A,decrypt,N_B^',K_AB
92,A,encrypt,N_B^'+1,K_AB
93,A,send,N_B^'+1,K_AB
94,B,receive,N_B^'+1,K_AB
95,B,decrypt,N_B^'+1,K_AB
