pp,ap,mp,kp
A,new,N_A, 
A,send,N_A, 
B,receive,N_A, 
B,new,N_B, 
B,hash,ID_B,hK_AB
B,hash,ID_A,hK_AB
B,hash,N_A,hK_AB
B,send,N_B, 
B,send,ID_B,hK_AB
B,send,ID_A,hK_AB
B,send,N_A,hK_AB
A,receive,N_B, 
A,receive,ID_B,hK_AB
A,receive,ID_A,hK_AB
A,receive,N_A,hK_AB
A,decrypt,ID_B,hK_AB
A,decrypt,ID_A,hK_AB
A,decrypt,N_A,hK_AB
A,hash,ID_A,hK_AB
A,hash,ID_B,hK_AB
A,hash,N_B,hK_AB
A,send,ID_A,hK_AB
A,send,ID_B,hK_AB
A,send,N_B,hK_AB
B,receive,ID_A,hK_AB
B,receive,ID_B,hK_AB
B,receive,N_B,hK_AB
B,decrypt,ID_A,hK_AB
B,decrypt,ID_B,hK_AB
B,decrypt,N_B,hK_AB
