,pp,ap,mp,kp
0,A,new,N_A,
1,A,new,T_A,
2,A,new,N_A^',
3,A,send,ID_A,Pub_S
4,A,send,ID_B,Pub_S
5,A,send,N_A,Pub_S
6,A,send,T_A,Pub_S
7,A,send,N_A^',
8,B,receive,ID_A,Pub_S
9,B,receive,ID_B,Pub_S
10,B,receive,N_A,Pub_S
11,B,receive,T_A,Pub_S
12,B,receive,N_A^',
13,B,encrypt,ID_A,Pub_S
14,B,encrypt,ID_B,Pub_S
15,B,encrypt,N_A,Pub_S
16,B,encrypt,T_A,Pub_S
17,B,encrypt,ID_B,Pub_S
18,B,encrypt,ID_A,Pub_S
19,B,new,N_B,
20,B,encrypt,N_B,Pub_S
21,B,new,T_B,
22,B,encrypt,T_B,Pub_S
23,B,send,ID_A,Pub_S
24,B,send,ID_B,Pub_S
25,B,send,N_A,Pub_S
26,B,send,T_A,Pub_S
27,B,send,ID_B,Pub_S
28,B,send,ID_A,Pub_S
29,B,send,N_B,Pub_S
30,B,send,T_B,Pub_S
31,S,receive,ID_A,Pub_S
32,S,receive,ID_B,Pub_S
33,S,receive,N_A,Pub_S
34,S,receive,T_A,Pub_S
35,S,receive,ID_B,Pub_S
36,S,receive,ID_A,Pub_S
37,S,receive,N_B,Pub_S
38,S,receive,T_B,Pub_S
39,S,decrypt,ID_A,Pri_S
40,S,decrypt,ID_B,Pri_S
41,S,decrypt,N_A,Pri_S
42,S,decrypt,T_A,Pri_S
43,S,decrypt,ID_B,Pri_S
44,S,decrypt,ID_A,Pri_S
45,S,decrypt,N_B,Pri_S
46,S,decrypt,T_B,Pri_S
47,S,encrypt,N_A,K_AS
48,S,encrypt,K_AB,K_AS
49,S,encrypt,N_B,K_BS
50,S,encrypt,K_AB,K_BS
51,S,new,N_S,
52,S,send,N_A,K_AS
53,S,send,K_AB,K_AS
54,S,send,N_B,K_BS
55,S,send,K_AB,K_BS
56,S,send,N_S,
57,B,receive,N_A,K_AS
58,B,receive,K_AB,K_AS
59,B,receive,N_B,K_BS
60,B,receive,K_AB,K_BS
61,B,receive,N_S,
62,B,decrypt,N_B,K_BS
63,B,decrypt,K_AB,K_BS
64,B,encrypt,N_A,K_AS
65,B,encrypt,K_AB,K_AS
66,B,encrypt,N_A^'+1,K_AB
67,B,new,N_B^',
68,B,encrypt,N_B^',K_AB
69,B,send,N_A,K_AS
70,B,send,K_AB,K_AS
71,B,send,N_A^'+1,K_AB
72,B,send,N_B^',K_AB
73,A,receive,N_A,K_AS
74,A,receive,K_AB,K_AS
75,A,receive,N_A^'+1,K_AB
76,A,receive,N_B^',K_AB
77,A,decrypt,N_A,K_AS
78,A,decrypt,K_AB,K_AS
79,A,decrypt,N_A^'+1,K_AB
80,A,decrypt,N_B^',K_AB
81,A,encrypt,N_B^'+1,K_AB
82,A,send,N_B^'+1,K_AB
83,B,receive,N_B^'+1,K_AB
84,B,decrypt,N_B^'+1,K_AB
